-0.25374,0.55076,0.58959,0.64526,0.24382,0.20164,0.14568,-0.18886
2.3371,0.99948,0.70899,0.77283,0.29732,0.24912,0.18654,-0.17917
3.8894,1.2575,0.832,0.74826,0.27676,0.24718,0.18453,-0.17874
4.9431,1.3896,0.85211,0.78543,0.31987,0.27737,0.16779,-0.13587
-2.5976,0.13671,0.41391,0.59195,0.24912,0.21149,0.14535,-0.1822
-5.1319,-0.31859,0.29779,0.56968,0.22066,0.1335,0.13269,-0.1888
-7.1971,-0.67679,0.2119,0.54222,0.2227,0.19334,0.10946,-0.1845
0.36177,3.1367,1.0593,0.81505,0.3442,0.28661,0.22074,-0.137
0.5384,4.8099,1.3536,0.95856,0.35744,0.29777,0.19451,-0.15077
0.7598,5.6796,1.4831,1.0351,0.39425,0.28721,0.19658,-0.14861
-0.82321,-1.9215,0.11983,0.56062,0.20635,0.20546,0.16319,-0.19267
-1.2149,-4.2209,-0.37039,0.36311,0.12854,0.14357,0.14577,-0.17924
-1.7633,-6.0945,-0.69411,0.25051,0.10646,0.12609,0.14727,-0.18698
-0.15935,0.97607,3.2117,1.1172,0.38794,0.2744,0.20137,-0.13389
-0.040777,1.2007,4.3308,1.3219,0.45633,0.29966,0.22033,-0.1428
0.030789,1.3647,4.9345,1.4297,0.50179,0.36379,0.22509,-0.13389
-0.44664,-0.033033,-1.9602,0.19048,0.13014,0.1436,0.16088,-0.17899
-0.64242,-0.51793,-4.3324,-0.19574,0.0069665,0.10365,0.13961,-0.18713
-0.76681,-0.95669,-6.0255,-0.5135,-0.061846,0.050097,0.10238,-0.19251
-0.16978,0.70697,1.085,3.1174,0.64815,0.35774,0.21097,-0.13504
-0.12028,0.80668,1.3258,4.5836,0.89002,0.4404,0.21763,-0.12876
-0.08767,0.86924,1.5091,5.2404,1.0437,0.47715,0.25599,-0.11698
-0.37657,0.37905,0.14434,-1.4203,-0.075805,0.083825,0.11815,-0.19347
-0.42043,0.21456,-0.24486,-3.3763,-0.41026,-0.025564,0.082109,-0.20985
-0.50763,0.10547,-0.52623,-4.7779,-0.6736,-0.11014,0.028413,-0.26677
-0.21043,0.56294,0.67113,1.0244,2.3336,0.52963,0.2324,-0.15098
-0.17988,0.65009,0.82739,1.2695,3.7433,0.74336,0.24175,-0.14559
-0.21756,0.66327,0.81834,1.3317,4.3425,0.85259,0.29582,-0.13876
-0.31105,0.41575,0.37096,0.19836,-1.8925,-0.2247,0.028809,-0.26192
-0.42525,0.28747,0.24012,-0.22769,-3.8674,-0.57008,-0.04804,-0.31451
-0.38264,0.26419,0.17701,-0.46128,-4.9916,-0.73859,-0.098027,-0.29359
-0.27296,0.5881,0.67571,0.73194,0.53882,2.3373,0.42309,-0.12141
-0.22216,0.57303,0.69305,0.81403,0.74823,3.4159,0.55878,-0.078149
-0.2381,0.57324,0.69015,0.82341,0.83788,3.9368,0.65969,-0.018931
-0.33239,0.46688,0.47659,0.47939,-0.11647,-1.6797,-0.15737,-0.27206
-0.3863,0.39549,0.44845,0.38383,-0.40297,-3.4831,-0.44387,-0.37836
-0.36049,0.40696,0.42995,0.30475,-0.59214,-4.6987,-0.61443,-0.40053
-0.27851,0.55403,0.6111,0.65291,0.29457,0.48331,1.5903,0.057414
-0.21084,0.54147,0.66269,0.66008,0.29887,0.56067,2.2392,0.15941
-0.23737,0.54638,0.60045,0.73874,0.39074,0.71126,2.6308,0.2592
-0.32411,0.43625,0.56847,0.5467,0.13426,-0.17351,-1.2591,-0.43107
-0.29139,0.46661,0.54315,0.54258,0.041512,-0.4344,-2.51,-0.64683
-0.27295,0.4831,0.50145,0.54262,0.017027,-0.6042,-3.6396,-0.76541
-0.26062,0.50232,0.58301,0.65325,0.23679,0.21527,0.28651,1.134
-0.24257,0.53348,0.64371,0.67941,0.28654,0.27629,0.35166,1.5965
-0.2741,0.48759,0.61048,0.65373,0.29457,0.28951,0.40002,1.9288
-0.3011,0.49912,0.51571,0.55874,0.20026,0.074871,-0.13204,-1.4885
-0.31085,0.45644,0.55473,0.63484,0.20451,0.035637,-0.33603,-2.6477
-0.26828,0.51112,0.50692,0.53538,0.15539,-0.057411,-0.48551,-3.7888
-0.25595,0.53088,0.62015,0.66146,0.20375,0.12848,0.044075,-0.27043
-0.16368,0.61769,0.58113,0.71125,0.27895,0.18789,0.13601,-0.22299
3.0971,3.897,3.1316,0.54986,-2.0696,-2.2831,-1.8426,-1.8893
4.8757,5.8009,4.3975,0.085948,-4.4905,-4.7431,-3.611,-3.3973
6.0622,6.6977,4.8757,-0.33547,-6.1375,-6.3913,-5.0907,-4.7151
6.2601,6.8814,5.1965,0.66305,-5.315,-6.2753,-5.0373,-4.7017
4.9941,5.9716,4.7518,0.86031,-3.6737,-4.5534,-3.6572,-3.4323
3.1412,4.0252,3.4991,0.92774,-1.7022,-2.247,-1.9116,-1.9253
-0.16892,0.62166,0.61862,0.66223,0.227,0.13128,0.026116,-0.25805
1.0601,1.9215,2.0164,1.8404,1.5314,1.2823,0.84113,0.50032
4.4607,5.3761,4.6402,1.7193,-0.99852,-1.2366,-1.0318,-1.0898
6.744,7.7709,6.3106,1.3925,-3.4949,-3.7728,-2.9514,-2.7178
8.0446,8.7293,6.8645,0.92604,-5.5103,-5.8087,-4.6544,-4.2136
8.1112,8.832,7.3,1.9788,-4.5082,-5.6344,-4.6207,-4.215
6.912,7.9148,6.6777,2.1885,-2.6406,-3.6296,-2.9958,-2.7615
4.5289,5.4585,5.0359,2.1346,-0.54289,-1.1307,-1.1018,-1.1331
1.1034,1.9326,2.0506,1.8886,1.5593,1.3102,0.80228,0.4765
2.573,3.373,3.433,3.1614,2.6744,2.3418,1.675,1.262
6.0133,6.6597,5.8992,2.9925,0.12929,-0.27902,-0.22062,-0.2957
8.3987,9.2075,7.8413,2.698,-2.5881,-2.9396,-2.3439,-1.9843
9.7064,10.298,8.6116,2.2279,-4.7966,-5.1461,-4.206,-3.3871
9.7533,10.443,9.0068,3.2803,-3.5812,-4.9538,-4.1165,-3.3366
8.4794,9.3115,8.2703,3.5201,-1.649,-2.7697,-2.3878,-1.9782
6.0107,6.7609,6.2007,3.3548,0.52491,-0.20352,-0.32763,-0.32205
2.687,3.4258,3.4735,3.145,2.6986,2.3649,1.678,1.297
4.1628,4.7881,4.9174,4.3839,3.8308,3.4302,2.6009,2.1166
7.6418,8.2353,7.474,4.3075,1.2187,0.82072,0.46543,0.46025
10.146,10.679,9.4509,3.9883,-1.2015,-1.8079,-1.3907,-1.0216
11.418,11.75,10.467,3.7239,-2.7274,-3.639,-2.8349,-2.1421
11.451,11.854,10.766,4.5978,-1.9879,-3.4441,-2.7594,-2.1282
10.168,10.805,9.8881,4.7608,-0.46015,-1.6671,-1.469,-1.0836
7.5847,8.2388,7.677,4.535,1.5573,0.82528,0.32428,0.35359
4.1003,4.7221,4.8853,4.3803,3.779,3.3832,2.5533,2.0815
5.3766,6.1608,6.2938,5.5863,4.9695,4.5497,3.2857,2.7658
8.9681,9.6543,8.8607,5.497,2.3808,1.8762,1.4175,1.235
11.778,12.253,11.024,5.2279,0.39198,-0.34365,-0.31088,-0.16702
13.169,13.262,12.268,5.071,-0.88657,-1.7097,-1.4421,-1.0459
13.214,13.351,12.639,6.0724,-0.27053,-1.5946,-1.4365,-1.0458
11.788,12.357,11.49,6.1314,0.99657,-0.20105,-0.37032,-0.20502
8.9937,9.7415,9.1651,5.8804,2.7355,1.8639,1.3128,1.1594
5.3581,6.1387,6.2626,5.6349,4.9837,4.513,3.2519,2.7452
6.6931,7.7134,7.6668,6.8131,6.0967,5.6936,4.1506,3.5252
10.106,11.048,10.217,6.7653,3.6659,3.1551,2.4498,2.0943
12.998,13.769,12.523,6.6036,1.7568,0.93033,0.50186,0.56838
14.752,14.907,14.049,6.4748,0.4451,-0.36693,-0.61613,-0.34665
14.78,15.013,14.459,7.3913,1.1388,-0.21846,-0.56475,-0.33941
13.083,13.927,13.078,7.3428,2.3655,1.1164,0.44087,0.47949
10.184,11.137,10.464,7.04,4.0009,3.2502,2.3661,2.0416
6.812,7.6837,7.648,6.7913,6.1022,5.6913,4.1394,3.4845
8.2466,9.2007,9.0368,8.1497,7.1754,6.7129,5.0708,4.3246
11.502,12.497,11.621,8.2092,5.0673,4.4823,3.2977,2.8367
14.273,15.134,13.721,7.9187,2.7392,1.9556,1.2649,1.1869
16.153,16.29,15.363,7.8142,1.6179,0.66451,0.083271,0.26182
16.152,16.379,15.703,8.6465,2.1615,0.82536,0.12819,0.27902
14.285,15.236,14.237,8.6193,3.4127,2.1433,1.1946,1.1428
11.434,12.586,11.9,8.4771,5.3576,4.486,3.1925,2.7751
8.3315,9.2088,9.0529,8.1467,7.1741,6.7182,5.0602,4.3074
9.7324,10.803,10.579,9.5784,8.5377,8.0274,5.987,5.1181
12.884,13.792,12.862,9.5404,6.3371,5.7369,4.1946,3.6232
15.414,16.372,14.898,9.2364,3.8188,3.0868,2.1356,1.9249
17.154,17.488,16.314,9.0326,2.5592,1.397,0.51537,0.65389
17.204,17.587,16.692,9.9126,3.0027,1.5018,0.54958,0.65521
15.503,16.499,15.324,9.9217,4.5721,3.2502,2.1196,1.8884
12.803,13.866,13.124,9.7592,6.6775,5.7428,4.1217,3.5989
9.7932,10.795,10.562,9.536,8.481,7.9896,5.9524,5.1027
11.276,12.247,12.026,10.882,9.7383,9.1919,6.7884,5.839
14.251,15.098,14.126,10.755,7.4757,6.8445,5.0719,4.4201
16.582,17.424,15.978,10.479,4.8862,4.0776,2.9044,2.6495
18.125,18.184,17.078,10.186,3.4376,2.0689,1.1748,1.2964
18.154,18.226,17.391,11.064,3.801,2.1715,1.1928,1.3094
16.538,17.513,16.417,11.209,5.717,4.2714,2.8758,2.6363
14.236,15.159,14.346,11.049,7.8492,6.8738,4.9863,4.3684
11.307,12.292,12.033,10.911,9.7782,9.2301,6.831,5.8454
12.597,13.679,13.366,12.061,10.937,10.281,7.6292,6.6332
15.396,16.291,15.286,11.937,8.6567,8.0189,5.8995,5.1633
17.231,17.895,16.635,11.519,6.0101,5.1378,3.728,3.4229
18.688,18.562,17.663,11.254,4.3944,3.0898,2.0629,2.0274
18.717,18.595,17.768,12.06,4.9377,3.2384,2.0605,2.0261
17.216,17.894,17.015,12.265,6.8699,5.3935,3.7031,3.3743
15.381,16.33,15.464,12.165,8.9957,8.0338,5.7642,5.0846
12.514,13.555,13.271,11.971,10.828,10.191,7.5431,6.5462
13.757,14.672,14.392,12.96,11.834,11.156,8.3215,7.3456
16.4,17.107,16.188,12.768,9.655,8.9951,6.6886,5.9606
18.089,18.463,17.357,12.417,7.0639,6.2575,4.597,4.1704
19.195,19.165,18.069,12.162,5.1931,4.0825,2.9458,2.7972
19.261,19.203,18.254,12.903,6.0326,4.2705,2.9727,2.7733
18.067,18.5,17.66,13.098,7.8639,6.3988,4.5172,4.1658
16.335,17.147,16.378,13.061,10.033,9.0481,6.5824,5.8787
13.769,14.641,14.382,12.891,11.812,11.155,8.3025,7.3589
14.798,15.693,15.377,13.81,12.645,11.928,8.9037,7.9844
17.128,17.653,16.883,13.656,10.551,9.9142,7.3718,6.5801
18.749,18.707,17.838,13.358,8.06,7.2945,5.3954,4.9245
19.707,19.544,18.448,13.045,6.1184,5.0381,3.688,3.5234
19.826,19.609,18.64,13.785,6.9943,5.2212,3.7218,3.5412
18.838,18.715,17.975,13.896,8.7758,7.3868,5.2754,4.8616
17.151,17.644,16.989,13.884,10.898,9.913,7.2581,6.5508
14.784,15.671,15.387,13.763,12.613,11.855,8.8444,7.9534
15.877,16.105,15.837,14.135,13.231,12.34,9.1992,8.3178
17.901,17.809,17.068,14.128,11.387,10.671,7.9974,7.1629
19.415,19.06,18.041,13.845,8.9562,8.1406,6.0246,5.6034
20.26,20.184,18.902,13.676,6.995,5.9748,4.3855,4.1796
20.346,20.283,19.084,14.35,8.0157,6.1899,4.4502,4.1956
19.445,19.048,18.233,14.347,9.7332,8.3069,5.987,5.6149
17.907,17.973,17.273,14.326,11.744,10.77,7.985,7.1809
15.673,16.136,15.847,14.193,13.27,12.35,9.2279,8.3303
16.429,16.344,15.968,14.433,13.47,12.353,9.2648,8.6128
18.315,18.146,17.265,14.373,11.908,11.035,8.2284,7.6647
19.988,19.671,18.396,14.207,9.7766,9.0838,6.8427,6.0757
20.897,20.928,19.4,14.09,7.9988,7.0784,5.2374,4.9099
21.065,21.023,19.648,14.737,8.9774,7.2566,5.325,4.9223
19.888,19.7,18.641,14.722,10.548,9.2214,6.7955,6.0453
18.316,18.141,17.411,14.56,12.169,11.069,8.1971,7.6128
16.307,16.32,16.021,14.412,13.435,12.386,9.2425,8.6125
16.867,16.73,16.318,14.45,13.567,12.535,9.5131,8.7919
18.701,18.585,17.754,14.399,12.06,11.223,8.4774,7.8802
20.301,20.155,18.941,14.338,10.317,9.4623,7.1619,6.7239
21.544,21.259,19.904,14.335,8.7488,7.9314,5.8972,5.516
21.556,21.328,20.079,14.841,9.652,8.0285,5.935,5.5819
20.382,20.149,19.124,14.742,10.93,9.5094,7.0846,6.6777
18.698,18.621,17.887,14.575,12.279,11.223,8.3943,7.8582
16.887,16.723,16.35,14.444,13.521,12.5,9.5346,8.7888
2.6546,3.4171,3.4923,3.1839,2.6541,2.4294,1.7478,1.2699
5.2615,3.8776,3.5929,3.2356,2.687,2.4264,1.8196,1.3224
7.3238,4.1787,3.6811,3.2663,2.7005,2.4673,1.8224,1.3287
8.5935,4.3695,3.7749,3.31,2.7227,2.503,1.8524,1.3592
-0.040188,2.9619,3.2965,3.1067,2.609,2.4158,1.7905,1.3072
-2.273,2.5947,3.2075,3.0899,2.5238,2.3529,1.7672,1.2758
-3.6373,2.3095,3.1424,3.0704,2.5876,2.4282,1.7941,1.311
3.2208,6.0367,3.951,3.3193,2.7416,2.4779,1.8164,1.3345
3.623,8.2547,4.3101,3.3972,2.776,2.5205,1.8447,1.3563
3.8055,9.2405,4.4232,3.4562,2.8335,2.58,1.8831,1.39
2.0367,0.93716,3.0252,3.0977,2.5851,2.4411,1.7756,1.2811
1.5726,-1.3466,2.5471,2.9033,2.4769,2.3413,1.7559,1.294
1.1311,-2.8077,2.2344,2.8273,2.5009,2.3686,1.7594,1.3043
2.8045,3.9068,6.1358,3.597,2.788,2.5128,1.8609,1.3574
2.9417,4.1778,7.8177,3.8831,2.8928,2.5685,1.8649,1.3537
2.9534,4.3438,8.7751,4.0179,2.9093,2.5801,1.8518,1.3544
2.4444,2.8066,0.804,2.7001,2.4656,2.3536,1.7766,1.2895
2.2267,2.3181,-1.5742,2.3681,2.3805,2.3148,1.7591,1.285
2.0853,1.9511,-3.1946,2.0635,2.2545,2.2594,1.7046,1.252
2.7163,3.5311,3.8885,5.5405,2.9906,2.4911,1.8249,1.3312
2.7662,3.6638,4.2039,7.491,3.3369,2.5882,1.8567,1.3394
2.8048,3.7187,4.4075,8.4271,3.4633,2.6621,1.8974,1.3729
2.5682,3.2296,2.9913,0.9483,2.2423,2.2957,1.7616,1.284
2.4487,3.0548,2.5896,-0.99732,1.9216,2.1964,1.6884,1.2487
2.3864,2.9763,2.2574,-2.3204,1.6688,2.1098,1.6716,1.2159
2.6573,3.4231,3.5161,3.449,4.6237,2.7486,1.8581,1.3186
2.7499,3.484,3.6525,3.762,6.4825,2.9863,1.9372,1.3761
2.7268,3.5065,3.7102,3.8715,7.3945,3.174,1.9708,1.4084
2.5536,3.2803,3.2291,2.6905,0.34526,2.0027,1.6834,1.2462
2.5274,3.228,3.1131,2.3324,-1.7874,1.632,1.6064,1.2048
2.4385,3.1593,3.0463,2.0925,-3.198,1.4154,1.5558,1.1684
2.7139,3.4365,3.502,3.214,2.9561,4.4499,2.0929,1.3889
2.6658,3.4199,3.5565,3.2704,3.2295,6.1087,2.3035,1.4851
2.6345,3.417,3.5856,3.3137,3.2955,6.9148,2.4065,1.511
2.6161,3.326,3.377,3.003,2.2495,0.34943,1.4782,1.197
2.568,3.2864,3.2963,2.9401,1.9316,-1.4489,1.2058,1.109
2.6243,3.2596,3.2516,2.797,1.7504,-2.7118,1.0249,1.0576
2.6445,3.3541,3.408,3.1381,2.6736,2.6577,3.1526,1.5293
2.6607,3.3814,3.4981,3.1751,2.7195,2.8503,4.2288,1.7166
2.7063,3.4249,3.5058,3.1887,2.7517,2.9713,4.6664,1.8031
2.6334,3.3572,3.3982,3.1034,2.5459,2.0824,0.35856,1.0437
2.6484,3.3565,3.4187,3.0281,2.3921,1.8061,-0.95612,0.80515
2.5702,3.2807,3.3483,2.9843,2.3519,1.6211,-1.7893,0.63955
2.7122,3.3967,3.4783,3.1069,2.6141,2.3922,1.9492,2.6886
2.6592,3.3698,3.4661,3.1355,2.6364,2.4891,2.0977,3.5558
2.6696,3.3975,3.4665,3.104,2.6245,2.4782,2.1223,3.8359
2.6522,3.3541,3.4044,3.0617,2.5956,2.293,1.4984,0.038907
2.764,3.3767,3.4137,3.0621,2.5163,2.2378,1.3151,-0.99198
2.6584,3.3169,3.3796,3.045,2.4993,2.1654,1.1894,-1.6822
2.6575,3.3678,3.3836,3.0626,2.5905,2.3371,1.7277,1.2876
5.4354,6.2509,6.3054,5.7154,4.9047,4.5416,3.2796,2.7522
8.3929,6.6923,6.4092,5.7659,4.9651,4.5993,3.3551,2.768
10.67,6.9384,6.4956,5.8144,4.9723,4.6048,3.3569,2.7974
11.845,7.2021,6.5809,5.8291,5.0137,4.6038,3.3275,2.778
3.1556,5.8133,6.0849,5.6287,4.8031,4.5092,3.3001,2.7496
0.82383,5.4865,6.0083,5.6046,4.8405,4.4877,3.3165,2.7524
-0.65471,5.1775,5.9566,5.5939,4.8002,4.4858,3.27,2.7171
5.9165,8.9311,6.712,5.8258,4.9899,4.6059,3.3249,2.7712
6.3693,11.118,7.116,5.9568,5.014,4.6317,3.3523,2.8063
6.5341,11.939,7.235,5.9727,5.0256,4.5928,3.3681,2.7824
5.0595,3.792,5.8347,5.5885,4.7971,4.5075,3.2675,2.7232
4.6756,2.1497,5.5111,5.4943,4.7607,4.5109,3.28,2.7489
4.3797,0.71495,5.2098,5.3863,4.7511,4.4638,3.2748,2.7326
5.637,6.7812,9.0992,6.1269,5.0618,4.6317,3.3937,2.8202
5.7122,7.1069,11.222,6.4575,5.164,4.64,3.3989,2.797
5.8059,7.3134,12.169,6.6125,5.2002,4.7144,3.3741,2.8127
5.3031,5.7349,3.7578,5.3246,4.7905,4.4875,3.3038,2.7633
5.2065,5.3275,1.9543,5.0052,4.6955,4.4019,3.2732,2.7238
5.1137,5.0161,0.35405,4.7573,4.6089,4.4153,3.2713,2.753
5.5553,6.4114,6.7764,8.1246,5.3228,4.6929,3.3666,2.796
5.6566,6.5646,7.1199,10.247,5.6475,4.816,3.3835,2.8061
5.686,6.6124,7.3233,11.269,5.8066,4.8392,3.4245,2.8091
5.3972,6.0865,5.8509,3.5699,4.579,4.445,3.3054,2.7474
5.3542,6.0098,5.5682,2.1852,4.331,4.4187,3.2789,2.7504
5.2708,5.8804,5.245,0.95657,4.0719,4.3353,3.288,2.727
5.4936,6.2798,6.3963,6.0207,7.0632,4.9577,3.4393,2.8492
5.5775,6.3073,6.4813,6.2899,8.9312,5.2485,3.4749,2.8438
5.5899,6.374,6.6175,6.5551,10.1,5.4085,3.512,2.8549
5.4042,6.1376,6.1417,5.21,2.6738,4.1254,3.2585,2.7156
5.4215,6.1014,5.9836,4.9528,1.2091,3.9359,3.2119,2.7229
5.3055,6.0442,5.9326,4.7423,0.036209,3.741,3.1963,2.7119
5.471,6.2743,6.3248,5.7432,5.3287,6.8073,3.6419,2.8886
5.489,6.2553,6.4013,5.8378,5.6063,8.5187,3.9041,2.966
5.5372,6.2666,6.3886,5.8727,5.7818,9.519,4.0757,3.0081
5.382,6.1922,6.209,5.4786,4.5932,2.6313,3.1309,2.713
5.4053,6.1676,6.1861,5.4504,4.3482,1.3561,2.947,2.6315
5.3594,6.138,6.1106,5.3128,4.1142,0.35162,2.8204,2.6359
5.465,6.2343,6.2742,5.6156,5.0276,4.8864,4.9212,3.0584
5.5142,6.2565,6.3678,5.6588,5.1083,5.1458,6.1063,3.2599
5.5073,6.2866,6.3757,5.7274,5.1005,5.2336,6.7905,3.362
5.5552,6.2835,6.3008,5.6399,4.889,4.3118,2.0785,2.5808
5.4982,6.1915,6.2234,5.5237,4.7788,4.1014,1.1936,2.4299
5.43,6.1891,6.2381,5.5301,4.767,3.9267,0.19449,2.2783
5.5194,6.2684,6.2921,5.5993,4.9601,4.6675,3.6012,4.2309
5.435,6.2482,6.2489,5.6131,5.0379,4.7745,3.7553,5.3105
5.4972,6.2434,6.2915,5.609,5.0099,4.7508,3.8445,5.7721
5.421,6.2459,6.2214,5.5494,4.8798,4.5048,3.1733,1.6165
5.4339,6.1571,6.21,5.5624,4.8759,4.428,3.0343,0.68063
5.4264,6.204,6.2509,5.566,4.8249,4.4009,2.9266,-0.16985
5.4845,6.1986,6.2425,5.5462,4.8703,4.5324,3.3692,2.7698
-4.2176,-4.6467,-4.9489,-4.0185,-4.2414,-3.4719,-2.3246,-1.5383
0.37792,11.379,11.164,0.27942,-2.042,-2.2568,-1.7112,-1.1927
-1.9468,-0.15969,10.984,10.403,-0.38644,-1.7244,-1.5107,-1.0796
0.0066099,10.222,1.5682,9.2278,-0.70849,-1.8244,-1.5283,-1.0929
10.464,0.61849,0.65616,10.653,9.6799,0.10491,-0.94155,-0.88562
13.93,14.274,14.874,13.119,10.66,0.63384,-0.72916,-0.7613
10.978,2.7078,10.664,2.4546,8.5663,-0.18741,-0.98908,-0.9163
12.564,11.72,0.62483,0.71337,8.1957,-0.32277,-1.0745,-0.95741
-3.5925,-3.5791,-2.9552,-0.34491,9.1553,8.9022,0.13724,-0.64404
0.83476,11.927,12.441,3.3185,10.376,9.5561,0.41602,-0.42563
-1.4292,0.44479,12.135,12.695,11.713,9.8778,0.51681,-0.37992
0.49249,10.678,2.5969,11.621,11.468,9.777,0.47488,-0.40203
10.359,0.50587,0.35648,9.4692,1.3239,8.0376,0.093788,-0.62261
13.873,14.09,14.55,12.103,2.268,8.5522,0.30489,-0.48206
10.955,2.5612,10.285,0.69025,-0.058182,7.7542,-0.010648,-0.67092
12.461,11.558,0.12732,-0.86591,-0.52734,7.6342,-0.048413,-0.67722
-2.0133,-0.60503,9.583,0.59324,0.17528,8.9085,6.7484,0.53588
-0.028667,9.8172,-0.38893,-1.0263,-0.30725,8.8132,6.7097,0.54416
-3.0274,-2.7493,-0.89534,9.2707,1.4506,9.2324,6.8323,0.58648
1.1657,12.372,13.982,11.981,2.4824,9.7431,7.1195,0.76858
11.725,3.6828,13.315,13.233,12.325,11.359,7.4533,0.87152
13.306,12.582,3.4964,12.134,12.061,11.302,7.4468,0.90199
10.28,0.088402,-1.1357,0.54154,9.8432,10.4,7.136,0.67592
13.796,13.898,13.374,3.8564,10.96,11.046,7.391,0.85555
-2.007,-0.47794,10.042,2.2816,8.8121,1.5386,5.7263,0.33817
0.033878,9.9499,0.1642,0.67277,8.5337,1.4724,5.7404,0.32526
-2.9175,-2.6144,-0.54222,10.466,9.9161,1.7903,5.8843,0.40228
1.2469,12.476,14.357,13.103,10.916,2.2815,6.1378,0.53837
11.342,3.154,12.207,11.129,0.41384,0.26868,5.5721,0.30176
12.93,12.133,2.5168,9.8297,0.13433,0.14758,5.5396,0.27481
9.8686,-0.81922,-2.6544,-2.5195,-2.7395,-1.0111,5.1329,0.064484
13.408,13.387,12.334,0.99375,-1.1043,-0.23677,5.4862,0.25696
